ID,PEAKID,URL,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M,ELEVATION_FT,STATUS,FIRST_ASCENT_ON,FIRST_ASCENT_BY,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES
JBRM,JABR,https://nepalhimalpeakprofile.org/jabou-ri,Jabou Ri,,27.85388888888889,86.51527777777778,6166.0,20230.0,Opened,,,Jabou Ri is in the mountain range of Rolwaling Himal of Nepal Himalayas. Jabou Ri is an open mountain peak for expedition. Jabou Ri is in Dolakha district in Bagmati Province. Jabou Ri is in Gaurishankar gaupalika. Jabou Ri is 4.2km southwest of Langmoche Ri and 2.1km south of Takar Go. Tso Rolpa Lake is 2.7km west of Jabou Ri. Tengi Ragi Tau is 4.1km east of Jabou Ri.,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
JBRN,JBRN,https://nepalhimalpeakprofile.org/jabou-ri-north,Jabou Ri North,,27.8601,86.5137,6112.0,20052.0,Proposed to open,,,Jabou Ri North is in the mountain range of Rolwaling Himal of Nepal Himalayas. Jabou Ri North is  an open mountain peak for expedition. Jabou Ri North is  in Dolakha district in Bagmati Province. Jabou Ri North is  in Gaurishankar gaupalika. Jabou Ri North is 1.4km south of Takar Go and 0.64 km north of Jabou Ri. Tso Rolpa Lake is 3.0km west of Jabou Ri North. Tengi Ragi Tau is 4.3km east of Jabou Ri North.,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
JETH,JETH,https://nepalhimalpeakprofile.org/jethi-bahurani-chuli,Jethi Bahurani Chuli,"Jettiborani,Jutibofurani",29.881666666666668,81.0425,6850.0,22474.0,Opened,27/04/1978,"Kazuo Mitsui,Nobuhito Morota,Hideki Yoshida",,Sudhurpashchim Pradesh,Darchula/Bajhang,Api Himal/Kanda,Gurans,Spring  5000 (NRs),Spring 400 (USD)
JING,JING,https://nepalhimalpeakprofile.org/jijang,Jijang,"Gajang,Genjang",28.784166666666668,84.03472222222221,6111.0,20049.0,Opened,,,,Gandaki Pradesh,Manang,Nesyang/Nar,Damodar,Spring 4000 (NRs),Spring 250 (USD)
JOBO,JOBO,https://nepalhimalpeakprofile.org/jobo-rinjang,Jobo Rinjang,Jobo Ribjang,28.066111111111116,86.56527777777778,6666.0,22277.0,Opened,22/04/2009,"Joe Puryear,David Gottlieb",Jobo Rinjang which lies in Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu District of Eastern Nepal.,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
JOMS,JOMS,https://nepalhimalpeakprofile.org/jomsom-himal,Jomsom Himal,"Jonsong,Jomsang",28.84083333333333,84.15583333333333,6581.0,20784.0,Opened,04/11/2023,"Hugues De Varax,Yves Exbrayat,Frederique Gaume,Paulo Grobel,Mingma Temba Sherpa",,Gandaki Pradesh,Manang,Nar Phu,Damodar,Spring 4000 (NRs),Spring 250 (USD)
JONG,JONG,https://nepalhimalpeakprofile.org/jongsang-peak,Jongsang Peak,"Jonsong,Jhinsang",27.88111111111111,88.13805555555557,7483.0,24551.0,Opened,03/06/1930,"Hermann Hoerlin,Erwin Schneider",,Province 1,Taplejung/NC,Phaktanglung/NC,Janak,Spring 6000 (NRs),Spring 500 (USD)
JUNC,JUNC,,Junction Peak,,28.721797,83.276998,,,,,,,Gandaki Pradesh,Dolpa/Myagdi,Chharka Tongsong/Dhawalagiri,Dhaulagiri,Sp 8000 (NRs),Sp 600 (USD)
JYAC,JYAC,https://nepalhimalpeakprofile.org/jyachhung,Jyachhung,,30.10638888888889,81.08583333333333,6388.0,20958.0,Opened,,,,Karnali Pradesh,Darchula/NC,Byas/NC,Byas,Spring 4000 (NRs),Spring  250 (USD)
JYAG,JYAG,https://nepalhimalpeakprofile.org/jyangche,Jyangche,,29.2013,83.5468,5893.0,19334.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,Chharka Tongsong/NC,Gautam,Spring 4000 (NRs),Spring 250 (USD)
JYLT,JYLT,https://nepalhimalpeakprofile.org/jyanglatunpu-peak,Jyanglatunpu Peak,,29.2441,83.7132,6062.0,19888.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Spring 4000 (NRs),Spring 250 (USD)
KABC,KABR,https://nepalhimalpeakprofile.org/kabru-central,Kabru Central,,27.635277777777777,88.12138888888889,7412.0,24318.0,Opened,,,,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD)
KABD,KABD,,Kabru Dome,,27.577504,88.216788,,,,,,Located South East of Kabru,,,,Kanchenjunga,,
KABM,KABM,https://nepalhimalpeakprofile.org/kabru,Kabru,,27.60805555555556,88.11361111111111,7318.0,24009.0,Opened,12/05/1994,"Dan Singh,2 unknown members",,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD)
KABN,KABN,https://nepalhimalpeakprofile.org/kabru-north,Kabru North,Kabru,27.642,88.1228,7235.0,23737.0,Proposed to open,18/11/1935,"CR, ",,Province 1,Taplejung/NI,Sirijanga/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD)
KABS,KABS,,Kabru South,,27.60833,88.11166,,,,,,Located South of the Kabru Main Peak,,,,,,
KAGA,KAGA,,Kanta Gaton,Kangfu Gaton,29.103333,82.995833,,,,,,,,Dolpa,,Kanjirowa,,
KAGM,KAG1,https://nepalhimalpeakprofile.org/kagmara,Kagmara,Kagmara I,29.137825,82.758887,5960.0,19613.0,Opened,22/05/1962,"Dorothea Gravina,Denise Evans,Nancy Smith,Pat Wood,Ang Temba Sherpa,Mingma Tsering Sherpa,Pemba Norbu Sherpa","Kagmara is the part of Kanjiraba sub range of the Nepalese Himalayas which is considered as one of the most challenging treks in the wilderness of Himalayas. This trek touch some of the rarest western parts of Nepal which include Jumla and Dolpo. Jumla, one of the remote and underdeveloped part of Nepal can be reached via flight from Nepalgunj. The flight gives spectacular view of Langtang, Manaslu, Dhaulagiri and Annapurna on the northern horizon.",Karnali Pradesh,Dolpa,She Phoksundo/Jagdulla,Kanjiroba,Sp 4000 (NRs),Sp 250 (USD)
KAGU,KGUR,https://nepalhimalpeakprofile.org/kang-garu,Kang Garu,Naurgaon,28.65861111111111,84.30416666666666,6981.0,22903.0,Opened,,,Kang Garu part of Peri sub range of the Nepalese Himalayas is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang,Nashong/Nar,Peri,Sp 5000 (NRs),Sp 400 (USD)
KAIM,KAIP,https://nepalhimalpeakprofile.org/kaipuchonam-main,Kaipuchonam Main,Kaipuchonam,29.726133,82.780125,6329.0,20764.0,Opened,,,Kaipuchonam which lies in the Kanti sub range of the Nepalese Himalayas is located in the Mugu District of Mid-Western Nepal.,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Palchung,Sp 4000 (NRs),Sp 250 (USD)
KAIW,KAIW,https://nepalhimalpeakprofile.org/kaipuchonam-west,Kaipuchonam West,,29.731191,82.7650181304,6093.0,19990.0,Proposed to open,,,,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Sp 4000 (NRs),Sp 250 (USD)
KAKU,KAKU,https://nepalhimalpeakprofile.org/kang-kuru,Kang Kuru,,28.90138888888889,84.18611111111112,6355.0,20850.0,Opened,16/04/2023,"Peter Athans,Theodore Hessler",,Gandaki Pradesh,Mustang/Manang,Nar Phu/Dalome,Damodar,Sp 4000 (NRs),Sp 250 (USD)
KAN1,KAN1,,Kande Hiunchuli North  I,,29.421508,82.584929,,,Opened,,,Just West of the main Kande Hiunchuli North peak (also called Patrasi or Sisne Himal East),Karnali Pradesh,Mugu/Dolpa,Jagdulla/Mugu Makarmarong,Patrasi,"Spring 4000, Autumn 2000, Winter/Summer 1000","Spring 250, Autumn 125, Winter/Summer 70"
KAN2,KAN2,,Kande Hiunchuli North  II,,29.416929,82.581923,,,Opened,,,Just South-West of the main Kande Hiunchuli North peak (also called Patrasi or Sisne Himal East),Karnali Pradesh,Mugu/Dolpa,Jagdulla/Mugu Makarmarong,Patrasi,"Spring 4000, Autumn 2000, Winter/Summer 1000","Spring 250, Autumn 125, Winter/Summer 70"
KANB,KANB,https://nepalhimalpeakprofile.org/khangbachen,Khangbachen,Kambachen,27.7164,88.1128,7903.0,25928.0,Opened,,,"Khangbachen is in the Kanchenjunga mountain range of Nepal and is in the Province I. Khangbachen lies in the Phaktanglung gaupalika of Taplejung district. Khangbachen is the seventh highest peak of Kanchenjunga mountain range of Nepal. Khangbachen is 4.1km east of Anidesh Chuli, 1.6 km north west of Yalung Khang West and 4.1km west of Kanchenjunga North.",Province 1,Taplejung,Phaktanglung,Kanchenjunga,NRs 8000 in spring season (NRs),USD 600 in spring season (USD)
KANC,KANC,https://nepalhimalpeakprofile.org/kanchenjunga-central,Kanchenjunga Central,,27.69611111111111,88.15333333333334,8476.0,27799.0,Opened,22/05/1978,"Wojciech Branski,Zygmunt Heinrich,Kazimierz Olech","Mount Kanchenjunga Central, the fourth highest mountain peak in the world,
lies in the Kanchenjunga mountain range of Nepal. Kanchenjunga Central is on
the border of Province I of Nepal and India. The elevation of Kanchenjunga
Central is 8,473 meters. It is on the border of Sirijanga rural municipality of
Taplejung district of Nepal and India. Kanchenjunga Central is 0.8 km south
southeast of Kanchenjunga Main and 0.5 km north northwest of Kanchenjunga
south.",Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Sp 10000 (NRs),Sp 1800 (USD)
KAND,KAND,https://nepalhimalpeakprofile.org/kande-hiun-chuli,Kande Hiun Chuli,,29.411388888888887,82.56027777777777,6627.0,21742.0,Opened,18/10/1972,"Toyokazu Hirota,Shigeru Kuwahata","Kande Hiun Chuli, part of Kanjiraba sub range of the Nepalese Himalayas is located in Mugu, Jumla and Dolpa Districts of Mid-Western Nepal.",Karnali Pradesh,Mugu/Jumla,Patarasi/Mugu,Patrasi,Sp 5000 (NRs),Sp 400 (USD)
KANG,KANG,,Kangchenjunga,,27.702745,88.147392,,,,,,"At an elevation of 8,586 m (28,169 ft.), and with a prominence of 3,922 m (12,867 ft.), Kangchenjunga is the third tallest mountain in the world. It is located in a part of the Himalayas called Kangchenjunca Himal, India. (Due to its prominence above 1,500 m, it is regarded as an Ultra mountain.)The people of Darjeeling and Sikkim have always worshipped Kangchenjunga, also known as, “Five Treasures of Snow,” because of its five high peaks. Climbers customarily stop short of the summit, respecting a promise to the Chogyal (former monarch of Sikkim) not to violate the top of the mountain.By elevation Kangchenjunga is# 1 out of 23 in Chungthang# 1 out of 57 in Sikkim# 3 out of 866 in Nepal# 1 out of 13857 in India# 1 out of 23 in Khangchendzonga National Park# 3 out of 212 in Eastern Development Region# 1 out of 15 in Taplejung# 3 out of 3458 in the HimalayasBy prominence Kangchenjunga is# 1 out of 23 in Chungthang# 1 out of 57 in Sikkim# 2 out of 866 in Nepal# 1 out of 13857 in India# 1 out of 23 in Khangchendzonga National Park# 2 out of 212 in Eastern Development Region# 1 out of 15 in Taplejung# 3 out of 3458 in the Himalayas",Province 1,Taplejung/NI,,,,
KANM,KANM,https://nepalhimalpeakprofile.org/kanchenjunga-main,Kanchenjunga Main,,27.702777777777776,88.15,8586.0,28169.0,Opened,25/05/1955,"George Band,Joe Brown","Mount Kanchenjunga Main is the third highest mountain peak in the world. It
has an elevation of 8,586 m (28,169 ft) in a section of the Himalayas called  the
Kangchenjunga mountain range  delimited in the west by the   Tamur River , in
the north by Jongsang La and Nepal-China border. Kanchenjunga Main is on
the border of Phaktanglung and Sirijanga rural municipality in Taplejung
district and India. Kanchenjunga Main is 1.1 km east southeast from Yalung
Khang and 0.8 km north northwest from Kanchenjunga Central.
Until 1852, Kangchenjunga was  assumed to be the highest mountain in the
world, but calculations based on various readings and measurements made by
the  Great Trigonometrical Survey of India in 1849 came to the conclusion that
 Mount Everest, known as Peak XV at that time, was the highest. Allowing for
further verification of all calculations, it was officially announced in 1856 that
Kangchenjunga was the third highest mountain in the world.

Kangchenjunga was first successfully climbed on 25 May, 1955 by Joe Brown
and George Band, who were part of a British  expedition . They stopped short of
the summit in accordance with the promise given to the  Chogyal that the top of
the mountain would remain intact. Every climber or climbing group that has
reached the summit has followed this tradition.",Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Sp 10000 (NRs),Sp 1800 (USD)
KANN,KANN,https://nepalhimalpeakprofile.org/kanchenjunga-north,Kanchenjunga North,,27.710833333333333,88.15444444444445,7938.0,26043.0,Opened,,,"Mount Kanchenjunga North, is in the Kanchenjunga mountain range of Nepal.
Kanchenjunga North is on the border of Province I of Nepal and India. The
elevation of Kanchenjunga North is 7,938 meters. It lies on the border of
Phaktanglung rural municipality of Taplejung district of Nepal and India.
Kanchenjunga North is the sixth highest peak of the Kanchenjunga mountain
range of Nepal. Kanchenjunga North is 1.0 km north northeast of
Kanchenjunga Main peak and 0.8 km south southwest of Khambachen East on
the border ridge of Nepal and India.",Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Sp 8000 (NRs),Sp 600 (USD)
KANS,KANS,https://nepalhimalpeakprofile.org/kanchenjunga-south,Kanchenjunga South,,27.692222222222224,88.1563888888889,8476.0,27808.0,Opened,19/05/1978,"Eugeniusz Chrobak,Wojciech Wroz",,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Sp 10000 (NRs),Sp 1800 (USD)
KANW,KANW,https://nepalhimalpeakprofile.org/kaipuchonam-north-west,Kaipuchonam North West,,29.7474,82.7635,6218.0,20400.0,Proposed to open,,,,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Sp 4000 (NRs),Sp 250 (USD)
KAPC,ROKA,https://nepalhimalpeakprofile.org/kap-chuli,Kap Chuli,Rokapi,29.84777777777777,81.04027777777777,5467.0,21220.0,Opened,10/10/1977,"Thomas Herley,Kelvin Mclane",,Sudhurpashchim Pradesh,Darchula/Bajhang,Api Himal/Kanda,Saipal,Spring 4000 (NRs),Spring 250 (USD)
KAPT,KAPT,https://nepalhimalpeakprofile.org/khaptang,Kaptang,,29.926944444444445,82.5736111111111,5965.0,19570.0,Opened,09/06/2023,"Tamotsu Ohnishi,Toshitsugi Irizawa,Gombu Sherpa",Khaptang lies in the Mid-Western Development Region of Nepal. It is approximately 173 km away from the Mid Western’s capital Birendranagar and 365 km from the country capital Kathmandu.,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti Himal,Rs (NRs), (USD)
KARK,KARK,https://nepalhimalpeakprofile.org/karko,Karko,,29.92027777777778,81.21916666666667,6015.0,19734.0,Opened,,,,Sudhurpashchim Pradesh,Bajhang,Kanda,Gurans,Spring 4000 (NRs),Spring 250 (USD)
KARY,KARY,https://nepalhimalpeakprofile.org/karyolung,Karyolung,,27.733585,86.611572,6530.0,21424.0,Opened,31/10/1982,"Yoshiyuki Inoue,Masatoshi Iwasa,Hiroshi Nishie,Yogendra Thapa,Gita Bdr Joshi,Babu Ram Pun,Gore Tamang,Pemba Tshering Sherpa",Karyolung is in the Rolwaling mountain range of Nepal Himalayas. Karyolung is in Solukhumbu district of Province I. Karyolung is located on the boundary of Khumbu Pasang Lhamu gaupalika and Solu Dudh Kunda NP. Karyolung is 2.9km southeast of Khatang. Dudh Kunda is in 2.3km south of Karyolung. Lukla is 12km southeast of Karyolung.,Province 1,Solukhumbu,Solu Dudh KundaNP/Khumbu,Rolwaling,NRs 5000 in spring season (NRs),USD 400 in spring season (USD)
KASI,KASI,https://nepalhimalpeakprofile.org/kasi-dalpha,Kasi Dalpha,,29.283037,82.552581,6386.0,20951.0,Opened,,,"Kasi Dalpha is located in the Mid-Western Development Region of Nepal. It is approximately 117 km away from the Mid-Western Capital, Birendranagar and 323 km away from the country capita Kathmandu.",Karnali Pradesh,Jumla/Dolpa,Jagdulla/Patarasi,Kanjiroba,Rs (NRs), (USD)
KBNE,KBNE,https://nepalhimalpeakprofile.org/khambachen-east,Khambachen East,,27.7175,88.15805555555556,7784.0,25538.0,Opened,,,Khambachen East is in the Kanchenjunga mountain range of Nepal. Khambachen East is located on the boundary of Province I and India. Khambachen East lies on the boundary of Phaktanglung gaupalika of Taplejung district and India. Khambachen East is 8th highest peak in Kanchenjunga mountain range of Nepal. Khambachen East is 4.5km east of Khangbachen and 0.7km north Kanchenjunga North. Khambachen East is 2.3km south of Gimigela Chuli.,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 8000 (NRs),Spring 600 (USD)
KBON,KBON,https://nepalhimalpeakprofile.org/kambong,Kambong,Konabon,28.659444444444443,83.30805555555555,6570.0,21555.0,Opened,,,,Gandaki Pradesh,Myagdi,Dhawalagiri,Dhaulagiri,Sp 5000 (NRs),Sp 400 (USD)
KCHN,KCHN,,Kangchung Nup,"Khangchung Nup,Kangcho Nup,Cholo,Abi Peak",27.983446,86.720046,,,,,,Cholo (6 043m/19 826ft a.s.l.) is a mountain in the Himalayas in Nepal. The prominence is 414m/1 358ft.By elevation Cholo is# 57 out of 83 in Sagarmatha National Park# 90 out of 212 in Eastern Development Region# 71 out of 99 in SolukhumbuBy prominence Cholo is# 32 out of 83 in Sagarmatha National Park# 62 out of 212 in Eastern Development Region# 42 out of 99 in Solukhumbu,Province 1,Solukhumbu/NC,,,,
KEK1,KEK1,https://nepalhimalpeakprofile.org/kekyap-ri-i,Kekyap Ri I,,29.2360098499,83.7053773907,6187.0,20299.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Spring 4000 (NRs),Spring 250 (USD)
KEK2,KEK2,https://nepalhimalpeakprofile.org/kekyap-ri-ii,Kekyap Ri II,,29.2070228011,83.6759666409,6011.0,19721.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Spring 4000 (NRs),Spring 250 (USD)
KESH,KARS,https://nepalhimalpeakprofile.org/keshang-khang-uaaa-peak,Kesang Khang / UAAA Peak,"Kesang Khang,UAAA Peak",28.921361,84.000361,6063.0,21246.0,Opened,,,,Gandaki Pradesh,Mustang,Dalome,Damodar,Spring 4000 (NRs),Spring 250 (USD)
KGCH,KCHS,https://nepalhimalpeakprofile.org/khangchung-uiaa-peak,Khangchung(UIAA Peak),"UIAA Peak,Dzasampatse",27.983611111111117,86.73972222222223,6063.0,19892.0,Opened,,,Khangchung part of Mahalangur range of the Nepalese Himlalayas is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Sp 4000 (NRs),Sp 250 (USD)
KGKP,RIPI,https://nepalhimalpeakprofile.org/khang-karpo,Khang Karpo,,27.87305555555556,86.51805555555555,6646.0,21804.0,Opened,,,"Khang Karpo is in the Nepal Himalayas in the mountain range of Rolwaling Himal. Khang Karpo is an open mountain peak for expedition. Khang Karpo is on the boundary of Dolakha, Solukhumbu and China. Khang Karpo is on the boundary of Bagmati Province, Province I and China. Khang Karpo is on the boundary of Gaurishankar gaupalika, Khumbu Pasang Lhamu and China. Khang Karpo is 3.5km east of Langdung, 1.8km south of Dingjung Ri and 1.9km north of Thaknak Ri.",Province 1,Dolakha,Khumbu Pasang Lhamu/Gaurishankar,Rolwaling,NRs 5000 in spring season (NRs),USD 400 in spring season (USD)
KGRS,KGRI,https://nepalhimalpeakprofile.org/khangri-shar,Khangri Shar,,28.01888888888889,86.81527777777778,6811.0,22313.0,Opened,,,"Khangri Shar, located in the Nepal-Tibet border, is the summit along the ridge to the west Pumori. The Base Camp to this peak is by the foot of Pumori.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Sp 5000 (NRs),Sp 400 (USD)
KGRW,KGRW,https://nepalhimalpeakprofile.org/khangri-west,Khangri West,,28.020555555555557,86.7975,6773.0,21873.0,Opened,,,"Khangri West, part of Mahalangur range is in Solukhumbu district of Eastern Nepal.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Sp 5000 (NRs),Sp 400 (USD)
KGSR,ROCN,https://nepalhimalpeakprofile.org/khangsar-khang,Khangsar Khang,Roc Noir,28.6133,83.8736,7485.0,24557.0,Opened,09/05/1969,"Reinhold Obster,Pit Schubert,Karl Winkler",,Gandaki Pradesh,Manang/Myagdi,Nesyang/Annapurna,Annapurna,Spring 6000 (NRs),Spring 500 (USD)
KGSW,HERZ,https://nepalhimalpeakprofile.org/khangsar-khang-west,Khangsar Khang West,Herzog Peak,28.609166666666667,83.86027777777777,7555.0,24786.0,Opened,,,"This peak also called Herzog peak after the name of great French explorer and mountaineer Maurice Herzog, who with Louis Lachenal became the first climbers in modern history to climb a peak over 8000 m. when they summated the Himalayan mountain Annapurna I on 3 June, 1950. Herzog’s account of the expedition was published in 1951 in French then in English in 1952 under the title “Annapurna”. 
Located at the “crossroads” of ridges, you will admire this mountain peak during the ascent  to the lake Tilicho. From it separates from the main Annapurna ridge powerful side ridge with Tilicho peak and the peaks of Nilgiri massif.",Gandaki Pradesh,Myagdi/Kaski,Annapurna/Annapurna,Annapurna,Sp 8000 (NRs),Sp 600 (USD)
