PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO
PUCH,Punchen Himal,Puchen Himal,Shringi Himal (in Tsum Valley N of Pashuwo on Tibetan border),6049,19846,5,4,True,False,False,,,4,1,"Other map altitudes:
   5996m - Nepa
   6049m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
KAKU,Kang Kuru,,"Mustang Himal (NNE of Tsartse, WSW of Ghami village)",6344,20814,16,6,False,True,False,,,1,2,"Other map altitudes:
   6344m - HMG-Finn

Ministry also lists a Kang Kuru (6355m) in Damodar NE of Jomsom Himal (same as Kumlung Himal?).",2008,1,KAKU08101,Apr 16,USA,"Peter Athans, Theodore Hessler",,,
AMPM,Amphu Middle,Amphu North,Khumbu Himal (NW of Amphu Laptsa),6202,20348,12,2,False,True,False,,Requires permit for Amphu I,1,2,"Other map altitudes:
    6202m - HMG-Finn
    6238m - Schneider",2008,1,AMPM08101,Apr 20,Germany,"Olaf Rieck, Alexander Graeber",,,
LUGU,Lugula,,Damodar Himal (E of Bhrikuti Sail on Tibetan border),6899,22635,3,5,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6899m - HMG-MT, HMG-Finn, Nepa",2010,3,LUGU10301,Nov 02,France,Renald Guillaune,1st official ascent in Spring 2014 by S Koreans,,
BHRS,Bhrikuti Shail,,Damodar Himal (NE of Thorong La on Tibetan border),6361,20869,3,5,True,False,False,,,4,2,"Other map altitudes:
   6361m - HMG-MT, HMG-Finn, Nepa",2005,1,BHRS05101,May 16,"France, Nepal","Paulo Grobel, Denis Flaven, Bikram Singh",,,
MYAG,Myagdi Matha,,Dhaulagiri Himal (S of Dhaulagiri IV),6273,20581,4,6,False,True,False,,,1,1,"Other map altitudes:
   6273m - HMG-Finn, Nepa",,0,,,,Unclimbed?,,,
TOBS,Tobsar,Tabsar,Shringi Himal (ENE of Chamar),6065,19898,5,4,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6065m - HMG-MT, HMG-Finn, Nepa, Shangri La
   6100m - Japan MMW
",2017,3,TOBS17301,Oct 01,Nepal,"Narendra Shahi, Iman Gurung, Samir Gurung",,,
DINS,Dingjung Ri,Dingjung Ri South,Rolwaling Himal (S of Pangbuk Ri on Tibetan border),6196,20328,19,2,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   6196m - HMG-MT, HMG-Finn
   6249m - Schneider, Japan MMW",2008,1,DINS08101,Mar 15,Japan,"Kenro Nakajima, Hiroki Yamamoto",1st known ascent (may be others earlier),,
DUDH,Dudh Kundali,"Dui Tal Chuli, Two Lakes Peak",Jagdula Lekh (S of Kanjiroba Himal),6045,19833,10,7,True,False,False,,,1,2,"Other map altitudes:
   6045m - HMG-MT, HMG-Finn

Paulo Grobel does not claim to have mae Dudh Kundali's first ascent. He gives that credit to Herbert Tichy, who made the first ascent of Cho Oyu in 1954 and in the autumn of 1953 climbed Dudh Kundali, but called it Dui Tal Chuli (Two Lakes Peak).",1953,3,DUDH53301,Nov,"Austria, Nepal, India","Herbert Tichy, Ajiba Sherpa, Gyalzen Sherpa, Pasang Dawa Lama, Pemba Sherpa",Climbed again in 1999 by French group,,
KAGA,Kanta Gaton,Kangfu Gaton,Kanjiroba Himal (SE of Phoksumdo Tal),5910,19390,10,7,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   5910m - HMG-MT, HMG-Finn, Nepa",2009,2,KAGA09201,Aug 16,"France, Nepal","Jean-Rene Minelli, Abel Minelli, Eienne Minelli, Sarah Minelli, Pemba Jangbu Sherpa",1st official ascent,,
KAPT,Kaptang,,Kanti Himal (NW of Kanti Himal peak on Tibetan border),5965,19570,11,7,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   5965m - HMG-MT, HMG-Finn",2009,3,KAPT09201,Jun 09,"Japan, Nepal","Tamotsu Ohnishi, Toshitsugi Irizawa, Gombu Sherpa",,,
ROMA,Roma,,Saipal Himal (SW of Saipal),5407,17740,20,7,True,False,False,,Delisted in 2014,1,1,,,0,,,,Unclimbed?,,,
RIPI,Ripimo Shar,"Khang Karpo, Kang Karpo",Rolwaling Himal (S of Dingjung Ri on Tibetan border),6647,21808,19,2,True,False,False,,Opened in 2014 (as Khang Karpo),4,2,"Other map altitudes:
   6646m - HMG-MT
   6647m - HMG-Finn
   6705m - Schneider",1952,1,RIPI52101,May 29,UK,"Tom Bourdillon, Ray Colledge",,,
TSIS,Tsisima,"Chijima, MDM Peak",Janak Himal (WSW of Janak Chuli),6196,20328,6,1,False,True,False,,,1,2,"Other map altitudes:
   6196m - HMG-MT, HMG-Finn, Nepa

Note: there are three peaks on the HMG-Finn maps in this region that could have been called Tsisima by various expeditions: 6196m, 6170m and 6214m.

A JAC photo shows twin peaks of 6196m and 6126m which they call Tsisima.",1963,1,TSIS63101,Jun 03,"Japan, Nepal","Motohiko Kogo, Kunga Norbu",,,
TAWA,Tawa,,Damodar Himal (NNE of Yakawa Kang),6110,20046,3,5,False,True,False,,,1,2,"Other map altitudes:
   6102m - Schneider
   6110m - HMG-Finn
   6195m - Nepal Map Pub",2010,3,TAWA10301,Oct 21,"Japan, Nepal","Mikio Iga, Kazuya Fujikura, Chhongba Sherpa, Lhakpa Sherpa",,,
URMA,Urkema,"Baden Powell Scout Peak, Urgyenma",Langtang Himal (W of Ganja La),5890,19324,13,3,True,False,False,,,1,2,"Other map altitudes:
   5890m - HMG-MT, HMG-Finn, Nepa",2007,3,URMA07301,Sep 12,"Taiwan, S Korea, Singapore, Australia, Nepal",15 international scout students and 6 Sherpas,,,
MPNE,Manapathi NE,,"Dhaulagiri Himal (SSW of Dhaulagiri I, NE of Manapathi)",6384,20945,4,6,False,True,False,,,1,2,"Other map altitudes:
   6384m - HMG-Finn",1977,1,MPNE77101,Apr 20,"Italy, UK, W Germany","Reinhold Messner, Leo Dickinson, Eric Jones, Otto Wiedemann",,,
LUNR,Lunag Ri,"Lunag I, Rongshar Ri I, Ondrej Peak",Rolwaling Himal (SW of Nangpa La on Tibetan border),6895,22621,19,2,False,True,False,,Requires permit for Jobo Rinjang,4,1,"Other map altitudes:
   6895m - HMG-Finn
   6900m - HMG-MT
   6907m - Schneider, Japan MMW",,0,,,,,,,
JASG,Jasemba Goth,Dzasampa Kang,Khumbu Himal (NW of Pasang Lhamu Chuli),6730,22080,12,2,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   6730m - HMG-Finn
   6734m - HMG-MT
   6735m - Schneider, Japan MMW",1964,1,JASG64101,Apr 08,W Germany,"Georg Huber, Fritz Stammberger",,,
GOJN,Gojung,Mugu Chuli,Kanti Himal (WNW of Kanti Himal peak on Tibetan border),6310,20702,11,7,False,True,False,,,4,2,"Other map altitudes:
   6310m - HMG-Finn",2011,3,GOJN11301,Oct 19,UK,"Mick Fowler, Dave Turnbull",,,
NAN2,Nangamari II,,Ohmi Kangri Himal (S of Nangamari I),6209,20371,6,1,True,False,False,,,1,2,"Other map altitudes:
   6209m - HMG-MT, HMG-Finn",2016,3,NAN216301,Oct 17,Japan,"Tsuneo Shigehiro, Kensuke Iwai, Kiyo Kuroda, Shiro Matsunaka, Yusuke Morimoto, Kanji Totegi, Miyoko Nagase, Masayuki Takenaka, Saori Tatsuno",,,
DRAG,Dragmorpa Ri,Thakmarpo Ri,Langtang Himal (SW of Tilman's Col on Tibetan border),6185,20292,13,3,True,False,False,,,4,2,"Other map altitudes:
   6185m - HMG-MT, HMG-Finn

Incorrectly labeled as Paniyo Tippa on Ministry of Tourism list.",2013,1,DRAG13101,May 30,Russia,Roman Gretzky,Did Gretzky climb Dagmorpa Ri or Paniyo Tippa in Khumbu?,,
SYKG,Syaokang,,Ohmi Kangri Himal (SW of Ohmi Kangri near Tibetan border),5929,19452,6,1,True,False,False,,,1,2,"Other map altitudes:
   5929m - HMG-Finn, HMG-Finn, Nepa
   5960m - Shangri La

The north peak is the highest of three summits running from SSW to NNE (5885m, 5921m, 5929m).",2012,3,SYKG12301,Oct 25,New Zealand,"John Cocks, Martin Hunter, Geoffrey Lamarche, Paul Maxim, Nick Schearer",,,
BIJO,Bijora Hiunchuli,,Jagdula Lekh (S of Kande Huinchuli),6111,20049,10,7,True,False,False,,Opened in 2014,1,1,"Other map altitudes:
   6111m - HMG-MT, HMG-Finn, Nepa",,0,,,,Unclimbed,,,
CHUB,Chhuboche,,Damodar Himal (NNE of Pisang Peak),5606,18392,3,5,True,False,False,,,1,2,"Other map altitudes:
   5606 - HMG-MT, HMG-Finn

Chhuboche is part of the Chhomchomo Danda, a long ridge of several peaks from 5400-5627m running in a NNW-SSE direction. ",2013,3,CHUB13301,Nov 16,UK,"Brian Jackson, Hugh Wrightson, Pasang Sherpa, Tendi Wangya",,,
LUNW,Lunag West,,Rolwaling Himal (W of Lunag I on Tibetan border),6492,21299,19,2,False,True,False,,Requires permit for Jobo Rinjang,4,2,"Other map altitudes:
   6492m - HMG-Finn
   6507m - Schneider
",2013,3,LUNW13301,Oct 22,USA,"Scott Adamson, Chris Wright",,,
DOMO,Domo,Jongsang SE Peak,Jongsang Himal (SE of Jongsong on Indian border),7447,24432,7,1,False,True,False,,,5,2,"Other map altitudes:
   7447m - HMG-Finn",1930,1,DOMO30101,Jun 08,"Germany, Nepal","Guenter Dyhrenfurth, Lewa Sherpa",,,
LUN2,Lunag II,,Rolwaling Himal (SW of Nangpa La near Tibetan border),6812,22349,19,2,False,True,False,,Requires permit for Jobo Rinjang,1,2,"Other map altitudes:
   6812m - HMG-Finn",2010,3,LUN210301,Oct 26,France,"Mathieu Detrie, Max Belleville, Mathiew Maynadier, Sebastien Ratel",,,
TRIA,Triangle Peak,,Jugal Himal (NNW of Dome Blanc on Tibetan border),6484,21273,8,3,False,True,False,,,4,2,"Other map altitudes:
   6484m - HMG-Finn",2013,3,TRIA13301,Oct 09,France,"Sebastien Moatti, Max Bonniot",Climbed from Tibetan side,,
KASI,Kasi Dalpha,,Jagdula Lekh (S of Kande Huinchuli),6386,20951,10,7,True,False,False,,Opened in 2014,1,1,"Other map altitudes:
   6386m - HMG-MT, HMG-Finn, Nepa",,0,,,,Unclimbed,,,
NPHU,Narphu,,"Damodar Himal (WNW of Pisang Peak, E of Chulu East Peak)",5921,19426,3,5,True,False,False,,,1,2,"Other map altitudes:
   5921m - HMG-MT, HMG-Finn",2014,3,NPHU14301,Nov 22,"UK, Nepal","Brian Jackson, Heather Bentley, Catherine Husted, Dawn Richardson, James Salt, Rhiannon Thomson, Mingma Dorje Sherpa, Pasang Sherpa Shikhar Pandey",1st official ascent,,
POTA,Pota Himal North,Peak Hawley,Dhaulagiri Himal (NE of Putha Hiunchuli),6182,20282,4,6,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   6182m - HMG-MT, HMG-Finn",2008,1,POTA08101,May 09,France,Francois Damilano,,,
PANN,Pangbuk North,Jobo LeCoultre,Rolwaling Himal (NE of Pangbuk Ri on Tibetan border),6478,21253,19,2,False,True,False,,,4,2,"Other map altitudes:
   6478m - HMG-Finn
   6589m - Schneider",2013,3,PANN13301,Nov 01,USA,"Scott Adamson, Christopher Wright",,,
MUST,Mustang Himal,,Mustang Himal (S of Mansail on Tibetan border),6195,20325,16,6,True,False,False,,Opened in 2014,1,2,"Other map alitudes:
   6195m - HMG-MT, HMG-Finn",2014,3,MUST14301,Nov 02,USA,"Melissa Arnot, Ben Jones, Jon Mancuso",,,
MNSL,Mansail,Manshail,Mustang Himal (NW of Lo Manthang on Tibetan border),6235,20456,16,6,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   6235m - HMG-Finn
   6242m - HMG-MT",2014,3,MNSL14301,Sep 29,Japan,"Yukiko Inoue, Eri Hasegawa, Mariko Nakamura, Kei Taniguchi",,,
CPHU,Chhochenphu Himal,,Ohmi Kangri Himal (SW of Pabuk Kang near Tibetan border),6260,20538,6,1,True,False,False,,Opened in 2014,1,1,"Other map altitudes:
   6260m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
TANK,Tankya I,,Kanti Himal (NE of Mariyang on Tibetan border),6305,20686,11,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6305m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
GORK,Gorakh Khang,,Gorakh Khang (ENE of Simikot on Tibetan border),6254,20518,17,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6254m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
RAUN,Raungsiyar,,Rolwaling Himal (N of Pimu),6224,20420,19,2,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   6224m - HMG-MT, HMG-Finn, Nepa
   6293m - Schneider",2015,3,RAUN15301,Oct 04,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa",,,
LDAK,Langdak,,Rolwaling Himal (N of Raungsiyar and Pimu),6220,20407,19,2,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   6220m - HMG-MT, HMG-Finn, Nepa
   6263m - Schnieder",2015,3,LDAK15301,Oct 05,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa",,,
TKRE,Takargo East,"Thakar Go East, Dragker-go East",Rolwaling Himal (ESE of Takargo),6152,20184,19,2,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   6115m - Schneider
   6152m - HMG-MT, HMG-Finn, Nepa (unlabeled)",2015,3,TKRE15301,Oct 06,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa",,,
OMIT,Omitso Go,Omi Tso Go,Rolwaling Himal (NE of Kang Nachugo on Tibetan border),6332,20774,19,2,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6381m - Schneider, Japan MMW
   6332m - HMG-MT

Not shown on HMG-Finn map.",2017,3,OMIT17301,Nov 07,Slovenia,"Luka Plut, Miha Zupin",,,
CBAM,Chhopa Bamare,Chomo Pamari,Rolwaling Himal (NW of Lamabagar on Tibetan border),6109,20043,19,2,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6109m - HMG-MT, HMG-Finn",2019,4,CBAM18401,Feb 28,"USA, France","John Kelley, Benjamin Billet",,,
YALW,Yalung Kang West,,Kangchenjunga Himal (W summit of Yalung Kang),8077,26499,9,1,True,False,False,,Opened in 2014,1,1,"Other map altitudes:
   8077m - HMG-MT, HMG-Finn, Shangri La, Nepa (7780m in error?)",,0,,,,Unclimbed,,,
KANN,Kangchenjunga North,,Kangchenjunga Himal (small knob north of Main summit),7938,26043,9,1,True,False,False,,Opened in 2014,5,1,"Other map altitudes:
   7938m - HMG-MT, HMG-Finn
",,0,,,,Unclimbed?,Possibly traversed on KANG ascents from north,,
KBNE,Kangbachen East,Kambachen East,Kangchenjunga Himal (plateau SE of Kangbachen?),7780,25525,9,1,True,False,False,,Opened in 2014,1,1,"Other map altitudes:
   7780m - HMG-Finn, Nepa, Shangri La
   7784m - HMG-MT",,0,,,,Unclimbed,,,
HERZ,Herzog Peak,Khangsar Khang West,Annapurna Himal (WSW of Roc Noir),7555,24787,1,5,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   7555m - HMG-MT, HMG-Finn, Nepa",,0,,,,Climbed?,Likely climbed on traverses to ANNE,,
GANW,Gangapurna West,"Lachenal Peak, Asapurna",Annapurna Himal (W of Gangapurna),7140,23425,1,5,True,False,False,,Opened in 2014,1,1,"Other map altitudes:
   7140m - HMG-MT, HMG-Finn, Nepa",,0,,,,Unclimbed?,,,
CHMR,Chamar,Shringi Himal,Shringi Himal (SSE of Chamar),7161,23494,5,4,True,False,False,,,1,1,"Other map altitudes:
   7161m - HMG-Finn, Nepa
   7187m - HMG-MT",,0,,,,Unclimbed?,,,
NGAP,Nepal Gap Peak,Nepal Gyap Peak,Kangchenjunga Himal (ENE of Gimmegela on Indian border),7007,22989,9,1,True,False,False,,Opened in 2014,5,1,"Other map altitudes:
   7004m - Japan MMW
   7007m - HMG-MT, HMG-Finn, Nepa, Shangri La",,0,,,,Unclimbed?,,,
GAUS,Gaurishankar South,Gauri,Rolwaling Himal (S of Gaurishankar),7010,22999,19,2,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   6983m - HMG-MT
   7010m - Schneider

No altitude given on HMG-Finn map.",1979,3,GAUS79301,Nov 09,UK,"Peter Boardman, Pemba Lama, Timothy Leach, Guy Neithardt",,,
BURK,Burke Kang,Burke Khang,Khumbu Himal (ENE of Hungchhi on Tibetan border),6942,22776,12,2,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6920m - Schneider
   6942m - HMG-MT, HMG-Finn",2017,3,BURK17301,Oct 05,"Ireland, Nepal","Noel Hanna, Samden Bhote, Nanda Dorje Sherpa, Pemba Tshering (Maila) Sherpa",,,
HMLE,Himlung East,,Peri Himal (E of Himlung Himal on Tibetan border),6932,22743,18,5,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6932m - HMG-MT, HMG-Finn",2017,1,HMLE17101,May 08,"France, Nepal","Paulo Grobel, Isabelle Guillaume, Rajan Lama Bhote, Jangbu Sherpa",,,
YNGS,Yangra Kangri South,"Yangra South, Ganesh I South",Ganesh Himal (NW of Ganesh III on Tibetan border),6863,22516,5,4,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6863m - HMG-MT, HMG-Finn",,0,,,,Unclimbed?,,,
NUPL,Nup La Kang,Nupla Khang,Khumbu Himal (N of Nup La on Tibetan border),6861,22510,12,2,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6845m - Schneider
   6861m - HMG-MT, HMG-Finn",2018,3,NUPL18301,Nov 02,"USA, Norway",,,,
CHUM,Chumbu,,Khumbu Himal (WSW of Khangri Shar near Tibetan border),6859,22503,12,2,True,False,False,,Opened in 2014,1,1,"Other map altitudes:
   6853m - Schneider
   6859m - HMG-MT, HMG-Finn, Nepa",,0,,,,Unclimbed,,,
PHUG,Phu Kang Go,"Phu Khang Go, Athahra Saya Khola Himal",Peri Himal (SE of Cheo on Tibetan border),6767,22201,18,5,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6767m - HMG-MT, HMG-Finn, Nepa",2011,3,PHUG11301,Oct 27,"France, Belgium","Paulo Grobel, Benoit Van Lerberghe",,,
GURA,Guras,Gurans,Guras Himal (NE of Nampa on Tibetan border),6744,22126,2,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6744m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
THRK,Tharke Kang,Tharke Khang,Khumbu Himal (S of Nup La on Tibetan border),6710,22014,12,2,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6710m - HMG-MT, Schneider

Not shown on HMG-Finn map.",2017,3,THRK17301,Nov 03,"USA, Nepal","Garrett Madison, Kristin Bennett, Lisa Thompson, Ang Phurba Sherpa, Lhakpa Dendi Sherpa, Pasang Dawa Sherpa, Tashi Sherpa",,,
HUGO,Hulang Go,,Peri Himal (WNW of Ratna Chuli on Tibetan border),6687,21939,18,5,True,False,False,,Opened in 2014,5,1,"Other map altitudes:
   6687m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
SHNW,Shershon Northwest,,Makalu Himal (NW of Shershon on Tibetan border),6682,21923,14,2,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6682m - HMG-MT, HMG-Finn, Nepa
   6825m - Schneider

This peak is incorrectly labelled as Peak 3 on some maps.",1980,3,SHNW80301,Oct 15,"UK, France","Doug Scott, Roger Baxter-Jones, Georges Bettembourg",,,
ROLK,Rolwaling Kang,Rolwaling Khang,Rolwaling Himal (NNE of Tarkago),6664,21864,19,2,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   6662m - Schneider
   6664m - HMG-MT, HMG-Finn, Nepa",2016,3,ROLK16301,Oct 19,Japan,"Yasuhiro Hanatani, Yuichiro Iida, Maho Ishio, Yohei Kayama, Keisuke Tsunoda, Takuya Yoshikawa",,,
YARW,Yarwa,,Guras Himal (NW of Nampa on Tibetan border),6644,21798,2,7,True,False,False,,Opened in 2014,1,1,"Other map altitudes:
   6644m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
YANG,Yangri,Jugal,Jugal Himal (N of Phurbi Chhyachu on Tibetan border),6535,21440,8,3,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6535m - HMG-Finn, Nepa
   6635m - HMG-MT",,0,,,,Unclimbed?,Possibly climbed by Carla Maverna and Irene Affentranger in October 1976 (see AAJ 50:518 (1976)),,
LCHN,Lachama North,,Changla Himal (N of Lachama Chuli on Tibetan border),6628,21745,17,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6628m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
CHNG,Changdi,,Palchung Himal (SE of Kanti Himal peak on Tibetan border),6623,21729,11,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6623m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
GOLD,Goldum Peak,Pangri Goldumba,Jugal Himal (on Tibetan border),6632,21759,8,3,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6620m - HMG-MT, Austria Alpenvereins
   6632m - HMG-Finn",,0,,,,Unclimbed,,,
THOC,Thoche Go,,Peri Himal (SE of Cheo Himal on Tibetan border),6602,21660,18,5,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6602m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
KCHS,Kangchung Shar,"Khangchung, Kangcho Shar, UIAA Peak",Khumbu Himal (NE of Gokyo Lake),6063,19892,12,2,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   6063m - HMG-MT, HMG-Finn, Nepa
   6103m - Schneider, Japan MMW, Kielkowski",1984,3,KCHS84301,Nov 01,Yugoslavia,Francek Knez,Ascents reported by Jan Kielkowski: on 1 Nov 1984 by Francek Knez; on 21 Nov 1984 by Trevor Pilling,,
PHUN,Phu Kang North,Phu Khang North,Peri Himal (N of Cheo Himal on Tibetan border),6580,21588,18,5,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6566m - HMG-Finn?
   6580m - HMG-MT

No peaks of 6680m shown on HMG-Finn in this region.",,0,,,,Unclimbed,,,
PTHE,Pethangtse East,,Khumbu Himal (ESE of Pethangtse on Tibetan border),6572,21562,12,2,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6540m - Schneider
   6572m - HMG-MT, HMG-Finn",2008,1,PTHE08101,May 16,UK,"Andrew Hughes, Alistair Barnard, Nichcolas Beighton, Chris Fawcett, Daniel Greig-Smith, Benjamin Sherwood",Climbed by British Services Makalu Expedition led by Andrew Hughes,,
PHNG,Phungi,,Peri Himal (SE of Ratna Chuli on Tibetan border),6524,21404,18,5,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6524m - HMG-MT, HMG-Finn

There is also another peak by the name of Phungi Himal (6538m) west of Manaslu.",,0,,,,Unclimbed,,,
KNTE,Kanti Himal East,,Kanti Himal (NW of Kanti Himal on Tibetan border),6516,21378,11,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6516m - HMG-MT, HMG-Finn
",,0,,,,Unclimbed,,,
JARK,Jarkya,,Manaslu Himal (N of Larkya La on Tibetan border),6473,21237,15,4,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6473m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
MARW,Mariyang West,,Kanti Himal (WSW of Mariyang on Tibetan border),6455,21178,11,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6455m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
MAYT,Mayonthang Kang,Mayun Thang Khang,Kanti Himal (NW of Changdi Himal on Tibetan border),6449,21158,11,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6449m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
LNJU,Langju,Lajo Dada,Shringi Himal (S of Tobsar),6426,21083,5,4,True,False,False,,Opened in 2014,1,2,"Other map altitudes:
   6426m - HMG-MT, HMG-Finn, Nepa",2017,3,LNJU17301,Oct 17,Japan,"Norifumi Fukuda, Kojuro Hagihara, Yudai Suzuki",,,
JYAC,Jyachhung,,Byas Risi Himal (NNW of Nampa on Tibetan border),6388,20958,2,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6388m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
GYLA,Gyala,,Manaslu Himal (NNE of Larkya La on Tibetan border),6363,20876,15,4,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6363m - HMG-MT, HMG-Finn, Nepa",,0,,,,Unclimbed,,,
DOLM,Dolma Khang,Tseringma,Rolwaling Himal (SE of Gaurishankar on Tibetan border),6332,20774,19,2,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6332m - HMG-MT, HMG-Finn
   6333m - Schneider
",1980,1,DOLM80101,Apr 11,"Australia, Nepal","Graham Brammer, Paul Richards, Shambu Tamang",,,
KAIP,Kaipuchonam,,Kanti Himal (WNW of Changdi on Tibetan border),6329,20764,11,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6329m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
LDNG,Langdung,Ripumutse,Rolwaling Himal (WSW of Ripimo Shar on Tibetan border),6326,20755,19,2,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6357m - Schneider
   6326m - HMG-MT

Altitude not shown on HMG-Finn map.

Langdung has three summit points:
  West Smt - 6301m (Schneider)
  Central  - 6350m (Schneider)
  Main Smt - 6357m (Schneider)",2017,4,LDNG17401,Dec 20,Nepal,"Nima Tenji Sherpa, Dawa Gyalje Sherpa, Dawa Yangzum Sherpa, Pasang Kitar Sherpa",,,
DZA2,Dzanye II,,Janak Himal (S of Danzye Peak),6318,20728,6,1,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6318m - HMG-MT

Not shown on HMG-Finn map.",2015,3,DZA215301,Oct 04,Japan,"Takanori Mashimo, Kotaro Myatsu, Kenta Kimura, Shinnosuke Ashikari, Shun Katsurai, Takehiro Nozawa",,,
PAMA,Pama Himal,,Shringi Himal (N of Chamar on Tibetan border),6300,20669,5,4,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6300m - HMG-MT, HMG-Finn, Nepa",,0,,,,Unclimbed,,,
PERH,Peri Himal,,Peri Himal (SE of Cheo Himal on Tibetan border),6296,20656,18,5,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6296m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
TAKL,Takla Kang,Takla Khang,Kanti Himal (W of Kanti Himal peak on Tibetan border),6276,20591,11,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6276m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
KOGI,Kogi Khang North,Kogi Kang North,Kanti Himal (ESE of Kanti Himal peak on Tibetan border),6275,20587,11,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6275m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
ASAJ,Asajya Tuppa,,Gorakh Himal (ENE of Simikot on Tibetan border),6265,20554,17,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6265m - HMG-MT, HMG-Finn, Nepa",,0,,,,Unclimbed,,,
KOJS,Kojichuwa South,,Kanti Himal (SW of Kojichuwa Chuli on Tibetan border),6264,20551,11,7,True,False,False,,Opened in 2014,4,1,"Other map altitudes:
   6264m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
