ID,URL,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M,ELEVATION_FT,STATUS,FIRST_ASCENT_ON,FIRST_ASCENT_BY,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES
THNK,https://nepalhimalpeakprofile.org/thaknak-ri,Thaknak Ri,Dranganag Ri,27.946944444444444,86.52638888888889,6757.0,22169.0,Opened,,,,Province 1,Dolakha/Solukhumbu,Khumbu Pasang Lhamu/Gaurishankar,Rolwaling,Spring 5000 (NRs),Spring 400 (USD)
NAMP,https://nepalhimalpeakprofile.org/nampa,Nampa,"Chisel,Kayankor",30.004166666666666,80.99694444444445,6755.0,22077.0,Opened,05/05/1972,"Fukutoshi Kimura,Susumu Takahashi",,Sudhurpashchim Pradesh,Darchula,Byas,Gurans,Sp 5000 (NRs),Sp 400 (USD)
CHAN,https://nepalhimalpeakprofile.org/chang-himal,Chang Himal,"Wedge Peak,Ramtang Himal",27.76527777777778,88.08611111111111,6750.0,22316.0,Opened,05/10/1974,"Janej Gradisar,Bjan Pollak,Michael Smolej",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD)
FIRW,https://nepalhimalpeakprofile.org/firankof-west,Firankof West,,29.898055555555555,81.44694444444445,6745.0,22129.0,Opened,,,,Sudhurpashchim Pradesh,Bajhang,Kanda,Saipal,Spring 5000 (NRs),Spring 400 (USD)
GURA,https://nepalhimalpeakprofile.org/gurans,Guras,,30.043055555555558,81.10888888888888,6744.0,22126.0,Opened,,,,Sudhurpashchim Pradesh,Bajhang/NC,Kanda/NC,Gurans,Sp 5000 (NRs),Sp 400 (USD)
PETH,https://nepalhimalpeakprofile.org/pethangtse,Pethangtse,,27.9575,87.01833333333333,6739.0,22110.0,Opened,26/05/1954,"Michael Ball,Norman Hardie,Brian Wilkins,Urkien Sherpa",Pethangtse which lies in the Mahalangur range of the Nepalese Himalayas is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
KNAG,https://nepalhimalpeakprofile.org/khang-nachu-go,Khang Nachu Go,,27.90611111111111,86.44472222222223,6737.0,22093.0,Opened,,,Khang Nachu Go is in the Rolwaling Himal mountain range of Nepal Himalayas. Khang Nachu Go is an open mountain peak for expedition. Khang Nachu Go is on the boundary of Dolakha and China. Khang Nachu Go is on the boundary of Bagmati Province  and China. Khang Nachu Go is on the boundary of Gaurishankar gaupalika and China. Khang Nachu Go is 1.0km east of Bamon Go and 1.6km southwest of Omi Tso Go.,Bagmati Pradesh,Dolakha/NC,Gaurishankar/NC,Gaurishankar,Sp 5000 (NRs),Sp 400 (USD)
PK04,https://nepalhimalpeakprofile.org/peak-4,Peak 4,,27.852777777777778,87.01333333333334,6736.0,20627.0,Opened,,,Peak 4 which lies in Mahalangur range of the Nepalese Himalayas is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha,Makalu,Mahalangur,Spring 4000 (NRs),Spring 250 (USD)
JASG,https://nepalhimalpeakprofile.org/jasemba-go,Jasemba Go,,28.08722222222222,86.60499999999999,6734.0,22093.0,Opened,,,Jasemba Go is part of the Mahalangur range of the Nepalese Himalayas which is located in the Solukhumbu District of Eastern Nepal.,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
LEOE,https://nepalhimalpeakprofile.org/leonpo-gang-east,Leonpo Gang East,Gyalgen,28.2025,85.81777777777778,6733.0,22090.0,Opened,,,,Bagmati Pradesh,Sindhupalchok/NC,Jugal/NC,Jugal,Spring 5000 (NRs),Spring 400 (USD)
LCHC,https://nepalhimalpeakprofile.org/lachama-chuli,Lachama Chuli,"Kubi Kangri,Kubi Dongdong",30.136388888888888,82.20055555555555,6721.0,22050.0,Opened,14/09/2007,"Atsushi Senda,Ryouta Fujii,Keizou Ishikawa,Hiroshi Kobayashi,Kouhei Kotani,Naoki Shimozato,Yuhki Tani",Lachama Chuli which lies in Changla sub-range of the Nepalese Himalayas is located in the Humla district of Mid-Western Nepal.,Karnali Pradesh,Humla/NC,Kharpunath/NC,Changla Himal,Sp 5000 (NRs),Sp 400 (USD)
LIK1,https://nepalhimalpeakprofile.org/likhu-chuli-i,Linkhu Chuli I,"Pig Pherago Shar,Linkhu Chuli Shar,Big Pherago Shar",27.811111111111114,86.54472222222222,6719.0,22044.0,Opened,,,,Province 1,Dolakha/Ramechhap,Khumbu Pasang Lhamu/Garishankar,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
PANR,https://nepalhimalpeakprofile.org/pangbuk-ri,Pangbuk Ri,,28.005277777777778,86.52222222222223,6716.0,21755.0,Opened,11/11/2011,"David Gottlieb,Chad Kellogg",,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
LING,https://nepalhimalpeakprofile.org/lingtren,Lingtren,,28.0275,86.85722222222222,6714.0,22028.0,Opened,15/08/2023,"Eric Shipton,Dan Bryant","Lingtren, one of the peaks in the Mahalangur range is 8 km from Mount Everest. It lies in the international border between Nepal and Tibet.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Rs (NRs), (USD)
CHOP,https://nepalhimalpeakprofile.org/cho-polu,Cho Polu,,27.9194,86.9836,6711.0,22018.0,Opened,15/11/1982,Nil Bohigas Martorell,Cho Polu peak likes in the Mahalangur range and is neighbor to Num Ri and Barun Tse. Imja Tse a popular trekking peak lies to the immediate west.,Province 1,Solukhumbu/Sankhuwasabha,Makalu/Khumbu,Mahalangur,Sp 5000 (NRs),Sp 400 (USD)
DZA1,https://nepalhimalpeakprofile.org/dzanye-i,Dzanye I,Dzanye,27.905555555555555,88.03083333333333,6710.0,21601.0,Opened,30/06/1949,"Alfred Sutter,Rene Dittert,Annelies Lohner,Jacob,Almer,Edouard,Dunant","Dzaneye I peak is located in Janak mountain range of Nepal Himalaya. Dzaneye I peak is on the boundary of Province I and China. Dzaneye I peak is on the boundary of Taplejung district of Nepal and China, it lies on the boundary of Phaktanglung gaupalika and China. Dzaneye I is 1.2km north of Kyabura on the Nepal China boundary ridge. Dzaneye I peak is 4.8km north of Tsisima and 3.0km north west of Loshar I.",Province 1,Taplejung/NC,Phaktanglung/NC,Kanchanjunga,Sp 5000 (NRs),Sp 400 (USD)
THRK,https://nepalhimalpeakprofile.org/tharke-khang,Tharke Khang,,28.04388888888889,86.75166666666667,6710.0,22067.0,Opened,,,Tharke Khang which lies in the Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
SALB,https://nepalhimalpeakprofile.org/salbachum,Salbachum,Phrul Rangtshan Ri,28.271666666666665,85.63444444444445,6707.0,22031.0,Opened,25/10/1959,"Sadao Hojo,Tetsuro Terahata,Dawa Thondup Sherpa,Pasang Temba Sherpa",Salbachum peak which lies in the Langtang sub range of the Nepalese Himalayas is located in the Rasuwa district of Central Nepal.,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Spring 5000 (NRs),Spring 400 (USD)
CHAK,https://nepalhimalpeakprofile.org/chako,Chako,,28.880555555555556,84.28861111111111,6704.0,21994.0,Opened,24/07/2007,"Kazhisa Kamisaka,Akio Omura,Hari Bahadur Chaulagai,Ang Phuri Lama",Chako located in the Lugula Himal of Nepal is situated in the Manang district of Nepal.,Gandaki Pradesh,Manang/NC,Nar Phu/NC,Peri Himal,Sp 5000 (NRs),Sp 400 (USD)
NAM2,https://nepalhimalpeakprofile.org/nampa-ii,Nampa II,,30.012777777777778,80.95972222222223,6700.0,21604.0,Opened,,,,Sudhurpashchim Pradesh,Darchula,Byas,Gurans,Sp 5000 (NRs),Sp 400 (USD)
KMJG,https://nepalhimalpeakprofile.org/khumjung-himal,Khumjung Himal,"Khumjung,Khamjung",28.88888888888889,84.12916666666666,6699.0,22175.0,Opened,,,,Gandaki Pradesh,Mustang/Manang,Nar Phu/Dalome,Damodar,Sp 5000 (NRs),Sp 400 (USD)
FIRE,https://nepalhimalpeakprofile.org/firankof-east,Firankof East,,29.90138888888889,81.45722222222223,6697.0,22080.0,Opened,,,,Karnali Pradesh,Humla/Bajhang,Namkha/Kanda,Saipal,Spring 5000 (NRs),Spring 400 (USD)
PHUK,https://nepalhimalpeakprofile.org/phu-khang,Phu Khang,,28.793333333333337,84.44916666666667,6694.0,21962.0,Opened,,,Phu Khang which lies in the Peri sub range of the Nepalese Himalayas is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang/NC,Nar Phu/NC,Peri Himal,Spring 5000 (NRs),Spring 400 (USD)
PANT,https://nepalhimalpeakprofile.org/paniyotippa,Paniyotippa,"Paniyo Tapa,Panalotapa",27.804166666666667,86.56972222222223,6687.0,21939.0,Opened,15/05/2023,"Peter Boultbee,Dennis Davis",,Province 1,Ramechhap/Solukhumbu,Khumbu Pasang Lhamu/Uma,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
HUGO,https://nepalhimalpeakprofile.org/hulang-go,Hulang Go,,28.872777777777777,84.34555555555555,6687.0,21939.0,Opened,,,Hulang Go peak is part of Lugula Himal located in the manang district of western Nepal.,Gandaki Pradesh,Manang/NC,Nar Phu/NC,Peri,Spring 5000 (NRs),Spring 400 (USD)
CHOB,https://nepalhimalpeakprofile.org/cho-buje,Chobuje,"Chobutse,Tsoboje",27.88222222222222,86.49166666666667,6685.0,21935.0,Opened,24/04/1972,"Wolfgang Weinzierl,Peter Vogler,Gustav Harder,Klaus Harder",,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Sp 5000 (NRs),Sp 400 (USD)
SHNW,https://nepalhimalpeakprofile.org/sherson-north-west,Sherson North West,,27.85527777777778,87.11083333333333,6682.0,21923.0,Opened,,,Sherson North West which lies in the Mahalangur range of the Nepalese Himalayas is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
RATH,https://nepalhimalpeakprofile.org/rathong,Rathong,,27.59361111111111,88.0911111111111,6682.0,21922.0,Opened,29/10/1964," ,Ahluwalia,Ang Kami Sherpa,Dorje Latoo Sherpa,Nawang Gombu Sherpa",,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD)
NUMR,https://nepalhimalpeakprofile.org/numri,Numri,,27.89527777777778,86.97583333333334,6677.0,21768.0,Opened,07/11/2002,"Olaf Rieck,Carsten Schmidt,Lydia Schubert",Numri which lies in Mahalangur range of the Nepalese Himalayas is located in Solukhumbu and Sankhuwasabha district of Eastern Nepal.,Province 1,Solukhumbu/Sankhuwasabha,Makalu/Khumbu,Mahalangur,Spring 5000 (NRs),Spring  400 (USD)
AGLE,https://nepalhimalpeakprofile.org/agole-east,Agole East,,27.854722222222225,86.56888888888888,6675.0,21899.0,Opened,,,,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Rolwaling,Spring 5000 (NRs),Spring 400 (USD)
BAUD,https://nepalhimalpeakprofile.org/baudha-himal,Baudha,,28.375555555555557,84.67888888888889,6672.0,21889.0,Opened,02/05/1970,"Yoshiyuki Kobayashi,Kiyoyasu Shibata","Baudha Himal located in the Gandaki Pradesh, Western Development Region of Nepal is part of Manaslu sub range of the Nepalese Himalayas.",Gandaki Pradesh,Lamjung/Gorkha,Dordi/Chum,Mansiri,Spring 5000 (NRs),Spring 400 (USD)
SOBI,https://nepalhimalpeakprofile.org/sobithongie,Sobithongie,,27.685555555555556,88.02805555555555,6670.0,21824.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD)
JOBO,https://nepalhimalpeakprofile.org/jobo-rinjang,Jobo Rinjang,Jobo Ribjang,28.066111111111113,86.56527777777778,6666.0,22277.0,Opened,22/04/2009,"Joe Puryear,David Gottlieb",Jobo Rinjang which lies in Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu District of Eastern Nepal.,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
ROLK,https://nepalhimalpeakprofile.org/rolwaling-khang,Rolwaling Khang,,27.8975,86.5231,6664.0,21863.0,Opened,,,,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Spring 5000 (NRs),Spring 400 (USD)
LIK2,https://nepalhimalpeakprofile.org/likhu-chuli-2,Linkhu Chuli 2,"Pig Pherago Nup,Linkhu Chuli Nup,Big Pherago Nup",27.805,86.5261111111111,6659.0,21847.0,Opened,21/10/1960,"Alain Barbezat,Cecile Barbezat,Nawang Dorje Sherpa",,Bagmati Pradesh,Dolakha/Ramechhap,Gaurishankar/Uma,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
PK41,https://nepalhimalpeakprofile.org/peak-41,Peak 41,,27.7739,86.9114,6649.0,21814.0,Opened,,,Peak 41 which lies in Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu,Khumbu Pasang Lhamu/Mahakulung,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
KGKP,https://nepalhimalpeakprofile.org/khang-karpo,Khang Karpo,,27.873055555555556,86.51805555555555,6646.0,21804.0,Opened,,,"Khang Karpo is in the Nepal Himalayas in the mountain range of Rolwaling Himal. Khang Karpo is an open mountain peak for expedition. Khang Karpo is on the boundary of Dolakha, Solukhumbu and China. Khang Karpo is on the boundary of Bagmati Province, Province I and China. Khang Karpo is on the boundary of Gaurishankar gaupalika, Khumbu Pasang Lhamu and China. Khang Karpo is 3.5km east of Langdung, 1.8km south of Dingjung Ri and 1.9km north of Thaknak Ri.",Province 1,Dolakha,Khumbu Pasang Lhamu/Gaurishankar,Rolwaling,NRs 5000 in spring season (NRs),USD 400 in spring season (USD)
PHOL,https://nepalhimalpeakprofile.org/phole,Phole,,27.685833333333335,88.01,6645.0,21801.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD)
YARW,https://nepalhimalpeakprofile.org/yarwa,Yarwa,,30.054166666666667,81.0925,6644.0,21798.0,Opened,,,,Sudhurpashchim Pradesh,Darchula/Bajhang,Byas/Kanda,Gurans,Spring 5000 (NRs),Spring 400 (USD)
KHUM,https://nepalhimalpeakprofile.org/khumbutse,Khumbutse,,28.020555555555553,86.875,6639.0,21772.0,Opened,,,"Khumbutse is the first mountain west of Mount Everest lying just at the border between Nepal and China. The name Khumbu indicates head of the Khumbu valley, down which the Khumbu Glacier flows. It is one of the prominent mountains above the southern Everest Base Camp and is seen from many viewpoint nearby the trekking routes, including the Gorak Shep.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Sp 5000 (NRs),Sp 400 (USD)
DGAR,https://nepalhimalpeakprofile.org/dhaulagari,Dhaulagiri,Dhaulasiri,29.95,81.12138888888889,6633.0,21778.0,Opened,,,,Sudhurpashchim Pradesh,Bajhang,Kanda,Saipal,Sp 5000 (NRs),Sp 400 (USD)
PHUR,https://nepalhimalpeakprofile.org/phurbi-chyachu,Phurbi Chyachu,"Phurbi Chhyachu,Purbi Gyachu",28.130555555555556,85.87194444444444,6631.0,21755.0,Opened,01/05/1982,"Shintaro Kurokawa,Fumihito Ogawa,Hiromitsu Okamoto,Takashi Shingaki,Hajime Takigami,Ang Phuri Lama,Pemba Lama Sherpa",,Bagmati Pradesh,Sindhupalchok/NC,Jugal/NC,Jugal,Spring 5000 (NRs),Spring 400 (USD)
LCHN,https://nepalhimalpeakprofile.org/lachama-north,Lachama North,,30.143333333333334,82.2,6628.0,21745.0,Opened,,,Lachama North which liese in Changla sub-range of the Nepalese Himalayas is located in the Humla district of Mid-Western Nepal.,Karnali Pradesh,Humla/NC,Kharpunath/NC,Changla,Sp 5000 (NRs),Sp 400 (USD)
KAND,https://nepalhimalpeakprofile.org/kande-hiun-chuli,Kande Hiun Chuli,,29.411388888888887,82.56027777777777,6627.0,21742.0,Opened,18/10/1972,"Toyokazu Hirota,Shigeru Kuwahata","Kande Hiun Chuli, part of Kanjiraba sub range of the Nepalese Himalayas is located in Mugu, Jumla and Dolpa Districts of Mid-Western Nepal.",Karnali Pradesh,Mugu/Jumla,Patarasi/Mugu,Patrasi,Sp 5000 (NRs),Sp 400 (USD)
CHGD,https://nepalhimalpeakprofile.org/changdi,Changdi,,29.719166666666666,82.79861111111111,6623.0,21729.0,Opened,,,Changdi peak located in Mugu District of Mid-Western Nepal is a part of Kanti sub range of the Nepalese Himalayas.,Karnali Pradesh,Mugu,Mugu Makarmarong/NC,Palchung,Spring 5000 (NRs),Spring 400 (USD)
THAM,https://nepalhimalpeakprofile.org/thamserku,Thamserku,Tramserku,27.789722222222224,86.78777777777778,6623.0,21713.0,Opened,04/11/1964,"Lynn Crawford,Peter Farrell,John McKinnon,Richard Stewart","Thamserku lies in Mahalangur sub-range of the Nepalese Himalayas, connecting east leading ridge to Kangtega. It is prominent mountain to the east of Namche Bazar and lies north of Kusum Kangguru.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Spring 5000 (NRs),Spring 400 (USD)
PUTW,https://nepalhimalpeakprofile.org/putha-west,Putha West,,28.7432,83.1167,6620.0,21719.0,Proposed to open,,,,Karnali Pradesh,Dolpa/Rukum,Kaike/Putha,Dhaulagiri,,
PANG,https://nepalhimalpeakprofile.org/pangri-goldumba,Pangri Goldumba,,28.328055555555554,85.72916666666667,6620.0,21719.0,Opened,,,,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Spring 5000 (NRs),Spring 400 (USD)
PAN1,https://nepalhimalpeakprofile.org/pangpoche-i,Pangpoche I,"Pang Phunch I,Kutang Himal",28.628888888888888,84.68388888888889,6620.0,21719.0,Opened,,,It is also known as Pang Punch I. It lies in Kutang sub-range of the Nepalese Himalayas and is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha,Chum Nubri,Mansiri,Spring 5000 (NRs),Spring 400 (USD)
LMOC,https://nepalhimalpeakprofile.org/langmoche-ri,Langmoche Ri,,27.86722222222222,86.55499999999999,6617.0,21709.0,Opened,,,Langmoche Ri is in the Rolwaling Himal mountain range of Nepal Himalayas. Langmoche Ri is on the boundary of Bagmati Province and Province I. Langmoche Ri is on the boundary of Solukhumbu and Dolakha district. Langmoche Ri is on the boundary of Khumbu Pasang Lhamu and Gaurishankar gaupalika. Langmoche Ri is 4.0km south of Raungsiyar and 1.0km north of Tengi Ragi Tau. Dig Cho is 2.9km east and Rolwaling glacier is 1.3km west of Langmoche Ri.,Province 1,Dolakha/Solukhumbu,Khumbu Pasang Lhamu/Gaurishankar,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
KJER,https://nepalhimalpeakprofile.org/kanjerawa,Kanjerawa,"Kanjeralwa,Kanchen Ruwa,Gangchhenralwa",28.23222222222222,82.8761111111111,6612.0,21693.0,Opened,,,"Kanjerawa located in the Dolpa district of Nepal is inside Shey Phoksundo National Park. It is locally known as Gangchhenralwa Himal, meaning Big Mountain for Gangchhen and Horse’s mane for Ralwa. It is named so as the peak looks like the neck of a horse or horse’s mane. Kanjerawa is the second tallest peak in Dolpa standing beautifully right on the Phoksundo Lake.",Karnali Pradesh,Dolpa,She Phoksundo,Kanjiroba,Sp 5000 (NRs),Sp 400 (USD)
SITA,https://nepalhimalpeakprofile.org/sita-chuchura,Sita Chuchura,,28.7825,83.48472222222222,6611.0,21689.0,Opened,26/10/1970,"Masahiko Takahashi,Hiroshi Harada,Nobuyki Hirato,Phurba Kitar Sherpa",,Gandaki Pradesh,Dolpa/Myagdi,Chharka Tongsong/Dhawalagiri,Dhaulagiri,Spring 5000 (NRs),Spring 400 (USD)
THOC,https://nepalhimalpeakprofile.org/thoche-go,Thoche Go,,28.75777777777778,84.45972222222223,6602.0,21660.0,Opened,,,Thoche Go which is part of the Peri sub range of the Nepalese Himalayas is located in the Manang district of Western Nepal.,,Manang/NC,Nashong/NC,Peri,Spring 5000 (NRs),Spring 400 (USD)
RAMT,https://nepalhimalpeakprofile.org/ramtang,Ramtang,,27.750833333333333,88.09583333333333,6601.0,21657.0,Opened,15/05/2023,"Erwin Schneider,Frank Smythe",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD)
KYR1,https://nepalhimalpeakprofile.org/kyunga-ri-i,Kyunga Ri I,,28.29638888888889,85.67055555555557,6599.0,21650.0,Opened,,,Kyunga Ri I lies in Langtang sub-range of the Nepalese Himalayas and is located in the Rasuwa district of Central Nepal.,Bagmati Pradesh,Rasuwa,Gosai Kunda,Langtang,Sp 5000 (NRs),Sp 400 (USD)
PUTS,https://nepalhimalpeakprofile.org/putha-shoulder,Putha Shoulder,,28.736,83.145,6598.0,21647.0,Proposed to open,,,,Gandaki Pradesh,Myagdi/Rukum,Dhawalagiri/Putha,Dhaulagiri,,
RAKS,https://nepalhimalpeakprofile.org/raksha-urai,Raksha Urai,Raksha Urai III,30.00583333333333,81.12888888888888,6593.0,21630.0,Opened,15/10/2003,"Arnaud Clere,Catherine Couland,Gael Faroux,Keshab Raj Gurung",,Sudhurpashchim Pradesh,Bajhang,Kanda,Urai Lekh,Spring 5000 (NRs),Spring 400 (USD)
FRND,https://nepalhimalpeakprofile.org/friendship-peak,Friendship Peak,"Nupche Kang,Nupche Himal",28.10138888888889,86.60499999999999,6592.0,21627.0,Opened,,,"Friendship Peak, part of Mahalangur range of the Nepalese Himalayas, is located in the Solukhumbu District of Eastern Nepal.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
CHUE,https://nepalhimalpeakprofile.org/chulu-east,Chulu East,Chulu Central,28.736189,84.034811,6584.0,21601.0,Opened,23/07/1955,"Heinz Steinmetz,Harald Biller,Fritz Lobbichler,Juergen Wellenkamp","The climb of Chulu East is often combined with the classic Annapurna Circuit
Trek. The approach to base camp is from the village of Manang. The common
route to the summit is via the North-East Ridge which was climbed in 1955
by a German expedition.
Chulu East is situated high above the Manang valley with breathtaking
views across to the Annapurnas II, III and IV, Gangapurna, Glacier Dome,
Dhaulagiri, Tilicho Peak and Manaslu.
Chulu East requires previous alpine experience with crossings of fractured
glacial terrain and steep scree slopes to gain the main high summit ridge.
There is a second peak on the Chulu East permit called Chulu Far East
(6,060 m) which guide Jamie McGuinness states “should be the ‘Island Peak’ of the Annapurnas, straightforward yet fun.” Both peaks share the same base
camp. Note that groups often climb Chulu Far East instead of Chulu East.
Beyond the common ridge route, there is also a route that climbs the East
Ridge (AD+) which requires a high camp, and a route that ascends the South
East Ridge (D). Both require different base camps.",Gandaki Pradesh,Manang,Nesyang/Nar,Damodar,Sp 5000 (NRs),Sp 400 (USD)
